index,headline,short_description,Model_Predict
2303,"['burberri', 'children', 'ad', 'cute', 'word', 'photo']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram', 'huffpoststyl']",STYLE & BEAUTY
2304,"['ye', 'ugg', 'boot', 'realli', 'bad', 'ye', 'wear', 'happili', 'photo']","['may', 'settl', 'ugg', 'ly', 'footwear', 'truth', 'feet', 'never', 'happier']",STYLE & BEAUTY
2305,"['get', 'beauti', 'skin', 'like', 'french', 'woman']","['bellasugar', 'french', 'women', 'make', 'seem', 'pleasantli', 'content', 'perfectli', 'complect']",STYLE & BEAUTY
2306,"['otp', 'guid', 'swagger', 'road']","['make', 'like', 'hippi', 'beatnik', 'rasta', 'punk', 'pioneer', 'street', 'style']",TRAVEL
2307,"['consid', 'vacat', 'vineyard']","['piedmont', 'harvest', 'haut', 'cuisin', 'spend', 'day', 'countri', 'perhap', 'experienc', 'harvest', 'time', 'beni', 'di', 'batasiolo']",TRAVEL
2308,"['central', 'contradict', 'capit', 'piketti', 'overlook']","['true', 'long', 'term', 'dynam', 'unequ', 'wealth', 'distribut', 'inde', 'unsustain', 'unconscion', 'realiti', 'much', 'less', 'obviou', 'buri', 'data']",BUSINESS
2309,"['kate', 'middleton', 'prank', 'call', 'sydney', 'fm', 'boss', 'defend', 'dj', 'nurs', 'death']","['peopl', 'machin', 'human', 'be']",BUSINESS
2310,"['emma', 'stone', 'cover', 'teen', 'vogu', 'andrew', 'garfield', 'reach', 'new', 'level', 'awesom', 'photo']","['see', 'stylish', 'celebr', 'coupl', 'photo', 'also', 'sport', 'blond', 'hair', 'day', 'cours', 'came']",STYLE & BEAUTY
2311,"['vacat', 'depriv', 'countri', 'name', 'expedia', 'photo']","['accord', 'expedia', 'vacat', 'depriv', 'survey', 'asian', 'worker', 'continu', 'take', 'fewest', 'vacat', 'day', 'annual']",BUSINESS
2312,"['consum', 'turn', 'tabletop', 'option', 'backlash', 'video', 'game']","['hasbro', 'inc', 'maker', 'old', 'standbi', 'like', 'monopoli', 'risk', 'say', 'revenu', 'line', 'game', 'increas', 'percent', 'would', 'grown', 'percent', 'unfavor', 'foreign', 'currenc', 'convers']",BUSINESS
2313,"['learn', 'live', 'less']","['think', 'pick', 'life', 'move', 'across', 'world', 'six', 'month', 'thing', 'life', 'tend', 'fall', 'two', 'differ', 'categori', 'live', 'without', 'need', 'everyday', 'happi']",TRAVEL
2314,"['job', 'taken', 'robot', 'yet']","['kind', 'field', 'good', 'bet', 'job', 'seeker', 'industri', 'aim', 'want', 'avoid', 'replac']",BUSINESS
2315,"['celebr', 'stylist', 'rachel', 'zoe', 'join', 'fashion', 'game', 'trend']","['consum', 'flock', 'mobil', 'platform', 'advertis', 'adjust', 'strategi', 'captur', 'attent', 'peopl', 'trust', 'person', 'comput', 'devic', 'tablet', 'smartphon', 'repres', 'biggest', 'opportun', 'challeng', 'fashion', 'market']",BUSINESS
2316,"['famili', 'friendli', 'mexico', 'hotel']","['inclus', 'two', 'kid', 'club', 'kid', 'age', 'dream', 'come', 'true']",TRAVEL
2317,"['josephin', 'baker', 'look', 'back', 'jazz', 'age', 'beauti', 'photo']","['want', 'huffpost', 'style', 'beauti', 'content', 'check', 'us', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram', 'huffpostbeauti']",STYLE & BEAUTY
2318,"['gelato', 'maker', 'favorit', 'sweet', 'shop', 'florenc']","['tour', 'italian', 'milkshak', 'biscotti', 'tort', 'brioch', 'enough', 'make', 'sugar', 'coat', 'heart', 'pitter', 'patter', 'joy', 'lucki', 'third', 'gener', 'gelato', 'maker', 'silvana', 'vivoli', 'florenc', 'take', 'us', 'tour', 'favorit', 'local', 'sweet', 'spot']",TRAVEL
2319,"['outsourc', 'nation', 'pride', 'olymp', 'uniform', 'scandal']","['econom', 'debat', 'pro', 'con', 'outsourc', 'u', 'economi', 'goe', 'american', 'take', 'olymp', 'opportun', 'ask', 'key', 'question']",BUSINESS
2320,"['kate', 'upton', 'vs', 'anna', 'dello', 'russo', 'wore', 'better', 'photo']","['fashion', 'scene', 'regular', 'got', 'right', 'kate', 'upton', 'low', 'key', 'version', 'anna', 'dello', 'russo', 'accessor', 'ensembl', 'check']",STYLE & BEAUTY
2321,"['view', 'new', 'face', 'ecuador', 'old', 'citi']","['experienc', 'quito', 'word', 'surpris', 'revel', 'start', 'finish', 'energet', 'newli', 'restor', 'la', 'ronda', 'district', 'tini', 'jewel', 'box', 'art', 'craft', 'shop', 'heart', 'stop', 'vista', 'high', 'rival', 'amalfi', 'coast', 'la', 'marisc', 'non', 'stop', 'parti', 'atmospher', 'today', 'artisan', 'design', 'creat', 'amaz', 'work', 'inspir', 'pre', 'columbian', 'time', 'quito', 'quixot', 'kaleidoscop', 'ye', 'surpris', 'fact', 'quintessenti', 'travel', 'experi', 'seek']",TRAVEL
2323,"['summer', 'travel', 'tip', 'recommend']","['know', 'much', 'tip', 'end', 'cost', 'uncertainti', 'embarrass', 'cash', 'commonli', 'ask', 'question', 'also', 'gener', 'tip', 'guid', 'travel', 'unit', 'state']",BUSINESS
2324,"['one', 'donald', 'trump', 'quietest', 'critic', 'call', 'divers']","['salesforc', 'ceo', 'marc', 'benioff', 'tri', 'keep', 'quiet', 'week', 'may', 'much']",BUSINESS
2325,"['rihanna', 'mix', 'orang', 'red', 'nail', 'color', 'grammi', 'photo']","['want', 'match', 'dress', 'perfectli', 'orang', 'red', 'color', 'blend', 'two', 'color', 'red', 'carpet', 'manicur', 'ooh', 'la', 'lisciou']",STYLE & BEAUTY
2326,"['doubl', 'duti', 'beauti', 'get', 'product']","['someth', 'say', 'sure', 'check', 'stylelist', 'twitter', 'facebook', 'pinterest', 'come', 'long', 'way', 'sinc']",STYLE & BEAUTY
2327,"['lead', 'carpet', 'go', 'lose']","['recent', 'feder', 'analysi', 'reveal', 'approxim', 'shade', 'popular', 'lipstick', 'contain', 'trace', 'amount', 'lead']",BUSINESS
2328,"['miss', 'uzbekistan', 'mysteri', 'rakhima', 'ganieva', 'pageant', 'queen', 'impost']","['local', 'author', 'unawar', 'event', 'transpir', 'sever', 'unit', 'state', 'pageant', 'blog', 'public', 'result']",BUSINESS
2329,"['hotel', 'beg', 'one', 'night', 'stand', 'photo']","['like', 'get', 'loos', 'vacat', 'sometim', 'mean', 'bring', 'stranger', 'back', 'room', 'afterhour', 'fun', 'judgment', 'folk']",TRAVEL
2330,"['david', 'beckham', 'hair', 'actual', 'kind', 'cute', 'photo']","['check', 'current', 'um', 'bodi', 'work', 'short', 'answer', 'ye', 'tastic', 'hair', 'back', 'day', 'honor']",STYLE & BEAUTY
2331,"['america', 'epic', 'ski', 'run', 'photo']","['poll', 'liftopia', 'crew', 'favorit', 'run', 'result', 'amaz', 'respons', 'list', 'top', 'epic', 'ski', 'run']",TRAVEL
2332,"['mose', 'wrong', 'avoid', 'sprawl', 'infil', 'citi', 'team']","['robert', 'mose', 'bia', 'build', 'thing', 'like', 'parkway', 'bridg', 'enabl', 'car', 'passeng', 'around', 'new', 'york', 'especi', 'long', 'island', 'led', 'commun', 'destroy', 'urban', 'sprawl', 'better', 'approach', 'creat', 'higher', 'densiti', 'better', 'function', 'citi', 'center', 'peopl', 'commun', 'thrive']",BUSINESS
2333,"['chloe', 'moretz', 'cover', 'w', 'magazin', 'seventeen', 'month', 'photo']","['brother', 'trevor', 'introduc', 'ton', 'fashion', 'pari', 'got', 'obsess', 'use', 'wear', 'button']",STYLE & BEAUTY
2334,"['new', 'york', 'citi', 'michelin', 'star', 'restaur', 'photo']","['travel', 'block', 'help', 'walk', 'renown', 'restaur', 'whether', 'boast', 'reliabl', 'tradit', 'fare', 'funki', 'fusion', 'find', 'anywher', 'els']",TRAVEL
2335,"['b', 'bs', 'promis', 'uniqu', 'experi', 'photo']","['charm', 'inn', 'alreadi', 'refresh', 'break', 'chain', 'hotel', 'b', 'bs', 'provid', 'experi', 'realli', 'find', 'elsewher', 'five', 'place', 'stay', 'offer', 'travel', 'activ', 'experi', 'far', 'beyond', 'norm']",TRAVEL
2336,"['holiday', 'travel', 'pack', 'one', 'suitcas']","['one', 'carri', 'suitcas', 'take', 'regardless', 'destin', 'length', 'trip', 'realli', 'tempt', 'take', 'larger', 'suitcas', 'stand', 'line', 'check', 'risk', 'lost', 'transit']",TRAVEL
2337,"['way', 'realli', 'travel', 'better']","['carri', 'spare', 'batteri', 'let', 'face', 'matter', 'laptop', 'manufactur', 'say', 'batteri', 'go', 'go', 'mid', 'trip', 'right', 'fork', 'extra', 'buck', 'buy', 'anoth', 'one', 'usual', 'weigh', 'around', 'pound']",BUSINESS
2338,"['discov', 'princ', 'edward', 'island', 'buy', 'hous', 'end', 'world']","['year', 'first', 'discov', 'princ', 'edward', 'island', 'singl', 'mom', 'two', 'young', 'children', 'invit', 'second', 'husband', 'dan', 'see', 'island', 'first', 'time', 'beyond', 'nervou', 'dan', 'saw', 'island', 'shrug', 'shoulder']",TRAVEL
2339,"['star', 'show', 'us', 'embrac', 'messi', 'hair', 'week', 'best', 'worst', 'beauti', 'photo']","['newlyw', 'posit', 'glow', 'natur', 'kept', 'hair', 'makeup', 'simpl', 'wear', 'slightli', 'tousl', 'wave', 'lash']",STYLE & BEAUTY
2340,"['fall', 'niagara', 'fall']","['everyon', 'niagara', 'fall', 'except', 'hate', 'crowd', 'like', 'idea', 'jockey', 'posit', 'camera', 'tote', 'tourist', 'watch', 'roil', 'fall', 'tv', 'last', 'spring', 'suddenli', 'ach', 'see', 'person']",TRAVEL
2341,"['michel', 'obama', 'olymp', 'outfit', 'fit', 'team', 'usa', 'theme', 'photo']","['best', 'way', 'support', 'team', 'usa', 'dress', 'like', 'american', 'flag', 'cours', 'stand', 'navi', 'backdrop', 'michel']",STYLE & BEAUTY
2342,"['item', 'wardrob', 'spring']","['spring', 'core', 'item', 'prove', 'take', 'number', 'liter', 'work', 'stay', 'home', 'mom', 'two', 'small', 'children', 'washabl', 'wardrob', 'wearabl', 'chic', 'work']",STYLE & BEAUTY
2343,"['kim', 'kardashian', 'wear', 'question', 'skort', 'suit', 'shop', 'photo']","['photo', 'see', 'kim', 'kardashian', 'kany', 'influenc', 'style', 'want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook']",STYLE & BEAUTY
2344,"['dress', 'sock', 'one', 'item', 'need', 'fall', 'probabl']","['make', 'pain', 'boot', 'comfort', 'like', 'us', 'fall', 'time', 'break', 'new', 'leather', 'boot', 'dress']",STYLE & BEAUTY
2345,"['visit', 'america', 'grandest', 'hotel', 'photo']","['california', 'new', 'york', 'michigan', 'florida', 'america', 'grand', 'hotel', 'distinct', 'architectur', 'histori']",TRAVEL
2346,"['rb', 'libor', 'rig', 'fine', 'may', 'come', 'u', 'k', 'u', 'author']","['british', 'pound', 'report', 'matt', 'scuffham', 'edit', 'sophi', 'walker', 'greg', 'mahlich', 'libor', 'past', 'mistak']",BUSINESS
2347,"['tan', 'so', 'yogurt', 'way', 'undo', 'sun', 'damag', 'weekend']","['live', 'summer', 'weekend', 'outsid', 'citi', 'whether', 'head', 'upstat', 'countri', 'beach', 'noth', 'beat']",TRAVEL
2348,"['rachel', 'weisz', 'golden', 'globe', 'dress', 'see', 'red', 'carpet', 'look', 'photo']","['sunday', 'night', 'golden', 'globe', 'award', 'attract', 'sea', 'deck', 'celeb', 'rachel', 'weisz', 'dress', 'except', 'photo']",STYLE & BEAUTY
2349,"['postcard', 'libya']","['libya', 'cultur', 'landmark', 'countri', 'crossroad', 'middl', 'east', 'africa', 'inhabit', 'nomad', 'merchant', 'religi', 'pilgrim', 'left', 'mark', 'gloriou', 'ruin', 'sabrata', 'shahhat', 'cyren', 'fierc', 'unbreak', 'spirit', 'libyan', 'peopl', 'today']",TRAVEL
2350,"['friendli', 'remind', 'summer', 'come']","['happen', 'peopl', 'credit', 'tc', 'harrison', 'memori', 'day', 'weekend', 'start', 'summer', 'season', 'come', 'bbq', 'beach']",TRAVEL
2351,"['doj', 'launch', 'probe', 'u', 'barclay', 'tie', 'saudi', 'princ']","['promin', 'member', 'saudi', 'royal', 'famili', 'heart', 'us', 'crimin', 'probe', 'whether', 'barclay', 'made', 'improp', 'payment']",BUSINESS
2352,"['enchant', 'ice', 'rink', 'around', 'world']","['amsterdam', 'netherland', 'travel', 'visit', 'dutch', 'capit', 'miss', 'uniqu', 'ice', 'skate', 'rink', 'amsterdam']",TRAVEL
2353,"['elon', 'musk', 'want', 'bring', 'internet', 'space']","['focu', 'creat', 'global', 'commun', 'system', 'would', 'larger', 'anyth', 'talk', 'date']",BUSINESS
2354,"['karl', 'behr', 'richard', 'norri', 'william', 'titan', 'survivor', 'littl', 'known', 'stori', 'surviv', 'triumph']","['two', 'men', 'brought', 'togeth', 'part', 'davi', 'cup', 'championship', 'team', 'william', 'induct', 'intern']",TRAVEL
2356,"['real', 'estat', 'player', 'brace', 'l', 'train', 'shutdown']","['life', 'north', 'brooklyn', 'hell', 'without', 'l']",TRAVEL
2357,"['europ', 'modern', 'backpack']","['technolog', 'transform', 'backpack', 'cultur', 'friend', 'kept', 'updat', 'minut', 'travel', 'buddi', 'half', 'way', 'around', 'world']",TRAVEL
2358,"['serengeti', 'game', 'drive']","['sea', 'eye', 'transit', 'upward', 'attent', 'turn', 'beauti', 'night', 'sky', 'moment', 'realiz', 'surround', 'hyena', 'middl', 'serengeti', 'thought', 'africa', 'came', 'experi']",TRAVEL
2359,"['geri', 'halliwel', 'outfit', 'spice', 'live', 'photo']","['spice', 'girl', 'member', 'turn', 'design', 'geri', 'halliwel', 'year', 'old', 'look', 'fabul', 'run', 'errand', 'london']",STYLE & BEAUTY
2360,"['commun', 'like', 'true', 'italian', 'use', 'hand']","['entir', 'dictionari']",BUSINESS
2361,"['glimps', 'doha', 'qatar']","['experi', 'doha', 'unforgett']",TRAVEL
2362,"['greatest', 'outfit', 'ever', 'editor', 'pick', 'favorit', 'look', 'time', 'photo']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'ever', 'seen', 'celebr']",STYLE & BEAUTY
2363,"['love', 'lace', 'dress', 'help', 'pretend', 'spring']","['wardrob', 'piec', 'epitom', 'fresh', 'spring', 'style', 'lace', 'dress', 'ever', 'time', 'need']",STYLE & BEAUTY
2364,"['oscar', 'best', 'actress', 'winner', 'year', 'lead', 'ladi', 'gown', 'photo']","['know', 'ladi', 'nomin', 'oscar', 'highest', 'honor', 'wear', 'take', 'look', 'back', 'us']",STYLE & BEAUTY
2366,"['playboy', 'bunni', 'costum', 'get', 'new', 'sari', 'inspir', 'look', 'india', 'photo']","['biggest', 'challeng', 'fell', 'waist', 'say', 'design']",STYLE & BEAUTY
2367,"['prepar', 'anyth', 'travel']","['one', 'import', 'thing', 'learn', 'boy', 'scout', 'motto', 'alway', 'prepar', 'grown', 'travel', 'world', 'found', 'also', 'travel', 'truism']",TRAVEL
2368,"['kate', 'middleton', 'meet', 'england', 'footbal', 'team', 'reiss', 'coat', 'photo']","['realli', 'appreci', 'kate', 'would', 'clear', 'whole', 'offsid', 'thing', 'us']",STYLE & BEAUTY
2369,"['happi', 'never', 'got', 'nose', 'job']","['nose', 'like', 'littl', 'girl', 'told', 'drew', 'pinocchio', 'like', 'schnoz', 'cri']",TRAVEL
2370,"['fall', 'fashion', 'recent', 'trip', 'chicago', 'got', 'excit', 'sweater', 'scarv', 'boot', 'jacket', 'photo']","['new', 'york', 'citi', 'weather', 'seem', 'chang', 'peak', 'summer', 'depth', 'winter', 'blink', 'eye', 'leav', 'day', 'true', 'autumn', 'fashion', 'excit', 'abandon', 'short', 'tank', 'top', 'frequent', 'groom', 'habit', 'soon', 'admit', 'quit', 'readi', 'winter', 'coat', 'flannel', 'line', 'jean', 'realli', 'end', 'summer', 'time']",STYLE & BEAUTY
2371,"['miley', 'cyru', 'wear', 'rip', 'sex', 'pistol', 'anarchi', 'shirt', 'photo']","['hannah', 'montana', 'glam', 'miley', 'soooo', 'meet', 'miley', 'cyru', 'punki', 'futur', 'mr', 'liam', 'hemsworth', 'photo']",STYLE & BEAUTY
2372,"['shazam', 'cloth', 'street', 'style', 'never']","['shazam', 'app', 'identifi', 'song', 'listen', 'becom', 'essenti', 'app', 'arsen']",BUSINESS
2373,"['aurora', 'shoot', 'mall', 'troubl', 'histori', 'racism', 'crime']","['freddi', 'hann', 'visit', 'mall', 'almost', 'everi', 'week', 'work', 'briefli', 'contractor', 'renov', 'hann']",TRAVEL
2374,"['kardashian', 'teach', 'fashion', 'blog', 'content', 'king', 'brand']","['build', 'brand', 'someth', 'take', 'lot', 'thought', 'time', 'find', 'ultim', 'make', 'reader', 'tick', 'materialist', 'level', 'human', 'level', 'peopl', 'abl', 'relat', 'word']",BUSINESS
2375,"['govern', 'travel', 'warn', 'mean', 'trip']","['travel', 'warn', 'actual', 'prohibit', 'anyon', 'travel', 'meant', 'make', 'travel', 'awar', 'advisori', 'fail', 'tell', 'us', 'realiti', 'ground', 'tourism', 'board', 'nation', 'airlin', 'hotel', 'often', 'provid', 'current', 'relev', 'tip', 'travel']",TRAVEL
2376,"['way', 'iphon', 'suck', 'fun', 'travel']","['realli', 'need', 'chat', 'seatmat', 'flight', 'entertain', 'sit', 'absorb', 'firework']",TRAVEL
2377,"['road', 'trip', 'behind', 'scene', 'soprano', 'final']","['larger', 'life', 'place', 'show', 'small', 'actual', 'daylight', 'drove', 'right', 'past', 'first']",TRAVEL
2378,"['world', 'remot', 'destin', 'requir', 'crazi', 'travel', 'total', 'worth']","['masoala', 'nation', 'park', 'madagascar', 'kind', 'exot', 'gecko', 'call', 'leafi', 'beachsid', 'forest', 'home', 'got', 'wild', 'coral']",TRAVEL
2379,"['guess', 'celebr', 'headpiec', 'quiz']","['enchant', 'elabor', 'headpiec', 'start', 'childlik', 'empress', 'fantasi', 'film', 'neverend', 'stori']",STYLE & BEAUTY
2380,"['alway', 'wear', 'cloth', 'flatter', 'shape']","['bandag', 'dress', 'nooooo', 'thank']",STYLE & BEAUTY
2381,"['elettra', 'wiedemann', 'lindsay', 'lohan', 'jourdan', 'dunn', 'model', 'problem', 'tweet', 'week', 'photo']","['huffington', 'post', 'spend', 'lot', 'time', 'twitter', 'best', 'way', 'get', 'news', 'fashion', 'otherwis']",STYLE & BEAUTY
2382,"['women', 'busi', 'q', 'linda', 'mummiani', 'caitlin', 'ewe', 'execut', 'creativ', 'director', 'grey', 'ny']","['perhap', 'destini', 'linda', 'would', 'come', 'creativ', 'director', 'rais', 'artist', 'collabor', 'parent', 'french', 'fashion', 'design', 'italian', 'pastri', 'chef', 'expos', 'line', 'drama', 'precis', 'movement', 'could', 'hold', 'crayon']",BUSINESS
2383,"['aol', 'lay', 'peopl']","['cut', 'corpor', 'unit']",BUSINESS
2384,"['swiss', 'style']","['forget', 'typographi', 'let', 'get', 'back', 'swiss', 'style', 'fashion', 'style', 'come', 'mind', 'rachel', 'polla', 'classic', 'comfort']",TRAVEL
2385,"['new', 'york', 'fashion', 'week', 'announc', 'chang', 'aim', 'minim', 'chao']","['sinc', 'earli', 'new', 'york', 'fashion', 'week', 'explod', 'transform', 'small', 'industri', 'insid', 'event', 'expens']",STYLE & BEAUTY
2386,"['right', 'see', 'instagram']","['blue', 'ivi', 'beat', 'us', 'life', 'knowl', 'carter', 'famili', 'timberland', 'insta', 'love', 'anna', 'wintour', 'smile', 'harper', 'beckham']",STYLE & BEAUTY
2387,"['beyonc', 'opt', 'minim', 'makeup', 'simpl', 'dress', 'thrive', 'child', 'book', 'launch', 'photo']","['monday', 'night', 'beyonc', 'went', 'full', 'glam', 'met', 'gala', 'see', 'bey', 'make', 'tre', 'grand', 'entranc']",STYLE & BEAUTY
2388,"['fashion', 'react', 'inaugur', 'twitter', 'tweet']","['barack', 'look', 'f', 'king', 'amaz', 'silver', 'fox', 'look', 'like']",STYLE & BEAUTY
2389,"['lili', 'collin', 'lancom', 'gig', 'confirm', 'new', 'emma', 'watson']","['expect', 'see', 'collin', 'promot', 'lancôm', 'french', 'ballerin', 'collect', 'start', 'januari', 'know', 'lili', 'collin']",STYLE & BEAUTY
2391,"['profession', 'explor', 'social', 'media', 'excus', 'interview', 'jd', 'andrew']","['one', 'person', 'left', 'excus', 'behind', 'profession', 'explor', 'jd', 'andrew', 'around', 'globe', 'sever', 'time', 'amass', 'incred', 'knowledg', 'base']",BUSINESS
2392,"['soon', 'delta', 'let', 'check', 'pet', 'baggag']","['chang', 'go', 'make', 'littl', 'ruff', 'fli', 'doggi', 'safer']",TRAVEL
2393,"['hare', 'airport', 'food', 'meet', 'passeng', 'employe', 'demand', 'fresh', 'local', 'choic', 'survey']","['new', 'survey', 'unit', 'local', 'repres', 'cook', 'server', 'bartend', 'barista', 'chicago']",TRAVEL
2394,"['design', 'perfect', 'cut']","['architectur', 'good', 'haircut', 'come', 'simpl', 'geometri', 'understand', 'differ', 'shape', 'line', 'angl', 'work', 'togeth', 'fit']",BUSINESS
2395,"['awesom', 'natur', 'beauti', 'product', 'find', 'whole', 'food']","['nemat', 'amber', 'oil', 'dab', 'littl', 'bit', 'essenti', 'oil', 'wherev', 'spray', 'perfum', 'scent', 'rich', 'yet']",TRAVEL
2396,"['women', 'busi', 'gloria', 'pitagorski', 'manag', 'director', 'execut', 'produc', 'heard', 'citi']","['gloria', 'pitagorski', 'maintain', 'work', 'life', 'balanc', 'okay', 'kill', 'strive', 'perfect', 'work', 'life', 'balanc']",BUSINESS
2397,"['princess', 'charlen', 'jumpsuit', 'cann', 'might', 'sexiest', 'look', 'yet', 'photo']","['photo', 'alreadi', 'establish', 'cann', 'film', 'festiv', 'current', 'doubl', 'unoffici', 'runway']",STYLE & BEAUTY
2398,"['nose', 'straighten', 'product', 'us', 'scratch', 'head', 'photo', 'poll']","['first', 'nose', 'bought', 'rubber', 'soft', 'one', 'comfort', 'use', 'howev', 'nose']",TRAVEL
2399,"['gwyneth', 'paltrow', 'demi', 'lovato', 'ador', 'match', 'photo']","['want', 'sure', 'check', 'huffpost', 'style', 'twitter', 'facebook', 'tumblr', 'pinterest', 'instagram', 'huffpoststyl']",STYLE & BEAUTY
2400,"['year', 'old', 'talk', 'dress', 'blog', 'stylelist', 'network']","['advanc', 'style', 'judith', 'husband', 'nelson', 'diagnos', 'rare', 'form', 'cancer', 'juli', 'start']",STYLE & BEAUTY
2401,"['real', 'star', 'new', 'york', 'fashion', 'week', 'video']","['new', 'york', 'merced', 'benz', 'fashion', 'week', 'wind', 'want', 'take', 'moment', 'celebr', 'real', 'hero', 'peopl']",STYLE & BEAUTY
2402,['trippin'],"['kid', 'like', 'mine', 'born', 'rememb', 'semin', 'event', 'thank', 'mani', 'place', 'event', 'took', 'place', 'still', 'exist', 'reliv', 'children', 'coast', 'coast', 'road', 'trip', 'fabul', 'landmark']",TRAVEL
2403,"['develop', 'next', 'gener', 'innov', 'stop', 'treat', 'everyon', 'way']","['go', 'jump', 'start', 'economi', 'wrong', 'way', 'talk', 'polit', 'parti', 'talk', 'modest', 'sensibl', 'belief', 'give', 'best', 'brightest', 'special', 'consider', 'elitist', 'wrong']",BUSINESS
2404,"['weekli', 'travel', 'zen', 'safari']","['week', 'moment', 'travel', 'zen', 'come', 'us', 'susan', 'portnoy', 'insati', 'travel', 'photo', 'taken', 'trip']",TRAVEL
2405,"['travel', 'detect', 'guid', 'valentin', 'day', 'deal']","['romant', 'cynic', 'turn', 'two', 'mutual', 'exclus', 'especi', 'come', 'valentin', 'day', 'deal']",TRAVEL
2406,"['sign', 'pokémon', 'go', 'craze', 'last', 'forev']","['nintendo', 'stock', 'pika', 'peak']",TRAVEL
2407,"['need', 'work', 'parent']","['tell', 'big', 'firm', 'month', 'old', 'home', 'might', 'ask', 'answer', 'simpl', 'look', 'kind', 'workplac', 'could', 'lawyer', 'parent', 'want']",BUSINESS
2408,"['dromomaniac', 'common', 'mania', 'affect', 'travel']","['dromomaniac', 'insati', 'travel', 'cours', 'xenomaniac', 'inquisit', 'person', 'obsess', 'foreign', 'thing', 'place', 'read', 'come', 'right', 'place']",TRAVEL
2409,"['big', 'bank', 'call', 'strong', 'climat', 'deal']","['without', 'govern', 'action', 'say', 'privat', 'invest', 'enough']",BUSINESS
2410,"['hit', 'jackpot', 'breathtak', 'la', 'vega', 'view']","['lucki', 'enough', 'join', 'peopl', 'new', 'year', 'eve', 'parti', 'capit', 'world', 'make', 'sure', 'miss', 'spot']",TRAVEL
2411,"['world', 'greatest', 'dream', 'trip']","['cruis', 'fjord', 'norway', 'beach', 'hop', 'around', 'kauai', 'see', 'new', 'seven', 'wonder', 'world', 'destin', 'reader', 'want', 'experi']",TRAVEL
2412,"['new', 'kind', 'famili', 'vacat']","['talk', 'maxim', 'diminish', 'opportun', 'togeth', 'multigener', 'famili', 'uniqu', 'stimul', 'set']",TRAVEL
2413,"['billboard', 'music', 'award', 'red', 'carpet', 'fashion', 'straight', 'la', 'vega', 'photo']","['wait', 'anoth', 'nine', 'month', 'grammi', 'never', 'fear', 'billboard', 'music', 'award', 'music', 'award', 'show']",TRAVEL
2414,"['paul', 'krugman', 'joe', 'stiglitz', 'incom', 'inequ', 'argument', 'see', 'work']","['krugman', 'argu', 'blog', 'post', 'mani', 'factor', 'play', 'role', 'caus', 'financi', 'crisi']",BUSINESS
2415,"['inspect', 'faa', 'order', 'examin', 'boe', 'jet']","['direct', 'appli', 'model', 'includ', 'seri', 'aircraft']",BUSINESS
2416,"['kim', 'cattral', 'style', 'evolut', 'belli', 'top', 'ball', 'gown', 'photo']","['flip', 'mani', 'style', 'evolut', 'kim', 'cattral', 'best', 'known', 'role', 'sex', 'citi', 'provac']",STYLE & BEAUTY
2417,"['mystic', 'cave', 'world', 'sit', 'pretti', 'thailand']","['easi', 'day', 'trip', 'hua', 'hin', 'coastal', 'resort', 'town', 'mile', 'north', 'close', 'pavilion', 'oh', 'nbd']",TRAVEL
2418,"['calvin', 'klein', 'underwear', 'spring', 'releas', 'round', 'photo']","['weather', 'plan', 'other', 'sneak', 'peek', 'skivvi', 'keep', 'wrap', 'know', 'sunni', 'style', 'tuck', 'underneath', 'trouser', 'help', 'put', 'extra', 'spring', 'step', 'pun', 'intend', 'cours']",STYLE & BEAUTY
2419,"['brand', 'kept', 'marriag', 'stress', 'free']","['name', 'brand', 'alway', 'alway', 'integr', 'part', 'societi', 'instil', 'long', 'term']",BUSINESS
2420,"['travel', 'smartest', 'way', 'spend', 'tax', 'refund']","['futur', 'self', 'thank']",BUSINESS
2423,"['ski', 'mountain', 'introduct']","['would', 'anyon', 'give', 'happi', 'comfort', 'chairlift', 'assist', 'ski', 'gem', 'experi', 'simpl', 'earn', 'turn', 'make', 'tast', 'better', 'matter', 'crap', 'snow', 'ski', 'becom', 'way', 'interact', 'mountain', 'rather', 'use', 'ramp']",TRAVEL
2424,"['plu', 'size', 'beauti', 'pageant', 'israel', 'crown', 'winner', 'photo']","['although', 'receiv', 'less', 'attent', 'press', 'plu', 'size', 'pageant', 'grow', 'popular', 'addit', 'israel']",STYLE & BEAUTY
2425,"['bring', 'financi', 'reform']","['odd', 'predict', 'come', 'year', 'watersh', 'financi', 'reform', 'read', 'slate']",BUSINESS
2426,"['jean', 'paul', 'gaultier', 'put', 'danc', 'star', 'fashion', 'show', 'pari', 'photo']","['wild', 'look', 'saw', 'fashion', 'week', 'season', 'three', 'judg', 'seat', 'tabl', 'hed', 'runway', 'rossi']",STYLE & BEAUTY
2427,"['matteo', 'marzotto', 'former', 'valentino', 'chairman', 'indict', 'tax', 'evas']","['think', 'matteo', 'mazotto', 'face', 'harsh', 'consequ', 'dolc', 'gabbana', 'thought']",BUSINESS
